County,FIPS,2023 Rural-Urban Continuum Codes([rural urban note]),Value (Index)
"Madison Parish, Louisiana",22065,Rural,1.0000
"Luna County, New Mexico",35029,Rural,0.9997
"Dimmit County, Texas",48127,Rural,0.9994
"Evangeline Parish, Louisiana",22039,Rural,0.9990
"Chicot County, Arkansas",05017,Rural,0.9987
"Lenoir County, North Carolina",37107,Rural,0.9984
"DeSoto County, Florida",12027,Rural,0.9981
"Yuma County, Arizona",04027,Urban,0.9978
"Yazoo County, Mississippi",28163,Urban,0.9975
"Washington County, Mississippi",28151,Rural,0.9971
"Zapata County, Texas",48505,Rural,0.9968
"Bronx County, New York",36005,Urban,0.9965
"Robeson County, North Carolina",37155,Rural,0.9962
"Scotland County, North Carolina",37165,Rural,0.9959
"Allendale County, South Carolina",45005,Rural,0.9955
"Nacogdoches County, Texas",48347,Rural,0.9952
"Concordia Parish, Louisiana",22029,Rural,0.9949
"Hendry County, Florida",12051,Rural,0.9946
"Hudspeth County, Texas",48229,Urban,0.9943
"Bolivar County, Mississippi",28011,Rural,0.9940
"Imperial County, California",06025,Urban,0.9936
"Presidio County, Texas",48377,Rural,0.9933
"Hardee County, Florida",12049,Rural,0.9930
"Barbour County, Alabama",01005,Rural,0.9927
"Kleberg County, Texas",48273,Rural,0.9924
"Holmes County, Mississippi",28051,Urban,0.9920
"Angelina County, Texas",48005,Rural,0.9917
"Mitchell County, Georgia",13205,Rural,0.9914
"Uvalde County, Texas",48463,Rural,0.9911
"Malheur County, Oregon",41045,Rural,0.9908
"Starr County, Texas",48427,Rural,0.9905
"Maverick County, Texas",48323,Urban,0.9901
"Stephens County, Texas",48429,Rural,0.9898
"Coahoma County, Mississippi",28027,Rural,0.9895
"Buffalo County, South Dakota",46017,Rural,0.9892
"Potter County, Texas",48375,Urban,0.9889
"San Augustine County, Texas",48405,Rural,0.9885
"Randolph County, Georgia",13243,Rural,0.9882
"Warren County, North Carolina",37185,Rural,0.9879
"Dawson County, Texas",48115,Rural,0.9876
"Dona Ana County, New Mexico",35013,Urban,0.9873
"Halifax County, North Carolina",37083,Rural,0.9870
"Macon County, Georgia",13193,Rural,0.9866
"Greene County, North Carolina",37079,Rural,0.9863
"Richmond County, North Carolina",37153,Rural,0.9860
"Toombs County, Georgia",13279,Rural,0.9857
"San Miguel County, New Mexico",35047,Rural,0.9854
"Willacy County, Texas",48489,Rural,0.9850
"Colquitt County, Georgia",13071,Rural,0.9847
"Cameron County, Texas",48061,Urban,0.9844
"Hidalgo County, Texas",48215,Urban,0.9841
"Sharkey County, Mississippi",28125,Rural,0.9838
"Putnam County, Florida",12107,Rural,0.9835
"Webb County, Texas",48479,Urban,0.9831
"Terry County, Texas",48445,Rural,0.9828
"El Paso County, Texas",48141,Urban,0.9825
"Washington Parish, Louisiana",22117,Rural,0.9822
"Wilcox County, Alabama",01131,Rural,0.9819
"Nolan County, Texas",48353,Rural,0.9815
"Pike County, Mississippi",28113,Rural,0.9812
"Terrell County, Georgia",13273,Urban,0.9809
"Navajo County, Arizona",04017,Rural,0.9806
"Hamilton County, Florida",12047,Rural,0.9803
"Adams County, Washington",53001,Rural,0.9800
"Danville City, Virginia",51590,Rural,0.9796
"Cumberland County, New Jersey",34011,Urban,0.9793
"Navarro County, Texas",48349,Rural,0.9790
"Humphreys County, Mississippi",28053,Rural,0.9787
"Evans County, Georgia",13109,Rural,0.9784
"Crisp County, Georgia",13081,Rural,0.9780
"St. Francis County, Arkansas",05123,Rural,0.9777
"Muskogee County, Oklahoma",40101,Rural,0.9774
"Jackson County, South Dakota",46071,Rural,0.9771
"Duval County, Texas",48131,Rural,0.9768
"Telfair County, Georgia",13271,Rural,0.9765
"Dougherty County, Georgia",13095,Urban,0.9761
"Matagorda County, Texas",48321,Rural,0.9758
"Bienville Parish, Louisiana",22013,Rural,0.9755
"Glacier County, Montana",30035,Rural,0.9752
"Desha County, Arkansas",05041,Rural,0.9749
"Dillon County, South Carolina",45033,Rural,0.9745
"Gadsden County, Florida",12039,Urban,0.9742
"Liberty County, Texas",48291,Urban,0.9739
"Stewart County, Georgia",13259,Urban,0.9736
"Petersburg City, Virginia",51730,Urban,0.9733
"Merced County, California",06047,Urban,0.9730
"Mendocino County, California",06045,Rural,0.9726
"Jefferson County, Texas",48245,Urban,0.9723
"Falls County, Texas",48145,Urban,0.9720
"Cherokee County, Texas",48073,Rural,0.9717
"Lee County, Arkansas",05077,Rural,0.9714
"Adams County, Mississippi",28001,Rural,0.9710
"Dunklin County, Missouri",29069,Rural,0.9707
"Lee County, South Carolina",45061,Rural,0.9704
"Chaves County, New Mexico",35005,Rural,0.9701
"Frio County, Texas",48163,Rural,0.9698
"McKinley County, New Mexico",35031,Rural,0.9695
"Clarendon County, South Carolina",45027,Rural,0.9691
"Calhoun County, Georgia",13037,Rural,0.9688
"Kern County, California",06029,Urban,0.9685
"Avoyelles Parish, Louisiana",22009,Rural,0.9682
"Decatur County, Georgia",13087,Rural,0.9679
"Turner County, Georgia",13287,Rural,0.9675
"Vance County, North Carolina",37181,Rural,0.9672
"San Juan County, New Mexico",35045,Urban,0.9669
"Hancock County, Georgia",13141,Rural,0.9666
"Cibola County, New Mexico",35006,Rural,0.9663
"Colleton County, South Carolina",45029,Rural,0.9660
"Macon County, Alabama",01087,Urban,0.9656
"Refugio County, Texas",48391,Rural,0.9653
"Apache County, Arizona",04001,Rural,0.9650
"Yakima County, Washington",53077,Urban,0.9647
"Bibb County, Georgia",13021,Urban,0.9644
"Noxubee County, Mississippi",28103,Rural,0.9640
"Okeechobee County, Florida",12093,Rural,0.9637
"Williamsburg County, South Carolina",45089,Rural,0.9634
"Sumter County, Georgia",13261,Rural,0.9631
"Phillips County, Arkansas",05107,Rural,0.9628
"Houston County, Texas",48225,Rural,0.9625
"Hampton County, South Carolina",45049,Rural,0.9621
"Fresno County, California",06019,Urban,0.9618
"Prowers County, Colorado",08099,Rural,0.9615
"Barnwell County, South Carolina",45011,Rural,0.9612
"Coffee County, Georgia",13069,Rural,0.9609
"Edgecombe County, North Carolina",37065,Urban,0.9605
"Tunica County, Mississippi",28143,Urban,0.9602
"Montgomery County, Mississippi",28097,Rural,0.9599
"Ware County, Georgia",13299,Rural,0.9596
"Madera County, California",06039,Urban,0.9593
"Lauderdale County, Mississippi",28075,Rural,0.9590
"Bertie County, North Carolina",37015,Rural,0.9586
"Jefferson County, Georgia",13163,Rural,0.9583
"Bamberg County, South Carolina",45009,Rural,0.9580
"Mahnomen County, Minnesota",27087,Rural,0.9577
"Leake County, Mississippi",28079,Rural,0.9574
"Attala County, Mississippi",28007,Rural,0.9570
"San Juan County, Utah",49037,Rural,0.9567
"Wayne County, North Carolina",37191,Urban,0.9564
"Wilbarger County, Texas",48487,Rural,0.9561
"Morehouse Parish, Louisiana",22067,Urban,0.9558
"Taylor County, Georgia",13269,Rural,0.9555
"Quitman County, Mississippi",28119,Rural,0.9551
"Reeves County, Texas",48389,Rural,0.9548
"Oglala Lakota, South Dakota",46102,Rural,0.9545
"Chickasaw County, Mississippi",28017,Rural,0.9542
"Issaquena County, Mississippi",28055,Rural,0.9539
"Otero County, Colorado",08089,Rural,0.9535
"Galax City, Virginia",51640,Rural,0.9532
"Anson County, North Carolina",37007,Urban,0.9529
"Union County, New Mexico",35059,Rural,0.9526
"Seminole County, Oklahoma",40133,Rural,0.9523
"Wilson County, North Carolina",37195,Rural,0.9520
"Orangeburg County, South Carolina",45075,Rural,0.9516
"Richmond County, Georgia",13245,Urban,0.9513
"Roosevelt County, New Mexico",35041,Rural,0.9510
"Kings County, California",06031,Urban,0.9507
"Crosby County, Texas",48107,Urban,0.9504
"Kemper County, Mississippi",28069,Rural,0.9500
"Forrest County, Mississippi",28035,Urban,0.9497
"Emanuel County, Georgia",13107,Rural,0.9494
"Jim Wells County, Texas",48249,Rural,0.9491
"Clayton County, Georgia",13063,Urban,0.9488
"Choctaw County, Oklahoma",40023,Rural,0.9485
"Chattooga County, Georgia",13055,Rural,0.9481
"St. Helena Parish, Louisiana",22091,Urban,0.9478
"Todd County, South Dakota",46121,Rural,0.9475
"Adair County, Oklahoma",40001,Rural,0.9472
"Christian County, Kentucky",21047,Urban,0.9469
"Philadelphia County, Pennsylvania",42101,Urban,0.9465
"Chesterfield County, South Carolina",45025,Rural,0.9462
"Sampson County, North Carolina",37163,Rural,0.9459
"Wharton County, Texas",48481,Rural,0.9456
"Okanogan County, Washington",53047,Rural,0.9453
"Miller County, Georgia",13201,Rural,0.9450
"Muscogee County, Georgia",13215,Urban,0.9446
"Blaine County, Montana",30005,Rural,0.9443
"Grady County, Georgia",13131,Rural,0.9440
"Val Verde County, Texas",48465,Rural,0.9437
"Wayne County, Georgia",13305,Rural,0.9434
"Cumberland County, North Carolina",37051,Urban,0.9430
"Hertford County, North Carolina",37091,Rural,0.9427
"Bethel Census Area, Alaska",02050,Rural,0.9424
"Ector County, Texas",48135,Urban,0.9421
"Jack County, Texas",48237,Rural,0.9418
"Essex County, New Jersey",34013,Urban,0.9415
"Leflore County, Mississippi",28083,Rural,0.9411
"Rosebud County, Montana",30087,Rural,0.9408
"Marlboro County, South Carolina",45069,Rural,0.9405
"Neshoba County, Mississippi",28099,Rural,0.9402
"Lea County, New Mexico",35025,Rural,0.9399
"Curry County, New Mexico",35009,Rural,0.9395
"Walker County, Texas",48471,Rural,0.9392
"Treutlen County, Georgia",13283,Rural,0.9389
"Wyandotte County, Kansas",20209,Urban,0.9386
"Santa Cruz County, Arizona",04023,Rural,0.9383
"Cochran County, Texas",48079,Urban,0.9380
"Pulaski County, Georgia",13235,Rural,0.9376
"Bell County, Texas",48027,Urban,0.9370
"Columbus County, North Carolina",37047,Rural,0.9370
"Karnes County, Texas",48255,Rural,0.9367
"Pemiscot County, Missouri",29155,Rural,0.9364
"Iberia Parish, Louisiana",22045,Rural,0.9360
"Early County, Georgia",13099,Rural,0.9357
"Miller County, Arkansas",05091,Urban,0.9354
"Nueces County, Texas",48355,Urban,0.9351
"Clinch County, Georgia",13065,Rural,0.9348
"Lake County, Tennessee",47095,Rural,0.9345
"Monroe County, Arkansas",05095,Rural,0.9341
"Cook County, Georgia",13075,Rural,0.9338
"Mississippi County, Arkansas",05093,Rural,0.9335
"Hale County, Texas",48189,Rural,0.9332
"Caddo Parish, Louisiana",22017,Urban,0.9329
"Cochise County, Arizona",04003,Urban,0.9325
"Johnson County, Georgia",13167,Rural,0.9322
"Tyler County, Texas",48457,Rural,0.9319
"Craig County, Oklahoma",40035,Rural,0.9316
"Dooly County, Georgia",13093,Rural,0.9313
"Grant County, Washington",53025,Rural,0.9310
"Martin County, North Carolina",37117,Rural,0.9306
"Sunflower County, Mississippi",28133,Rural,0.9303
"Hockley County, Texas",48219,Urban,0.9300
"Martinsville City, Virginia",51690,Rural,0.9297
"Otero County, New Mexico",35035,Rural,0.9294
"Montgomery County, Alabama",01101,Urban,0.9290
"Tattnall County, Georgia",13267,Rural,0.9287
"Floyd County, Georgia",13115,Urban,0.9284
"Natchitoches Parish, Louisiana",22069,Rural,0.9281
"Jefferson County, Oregon",41031,Urban,0.9278
"Brooks County, Georgia",13027,Urban,0.9275
"Tehama County, California",06103,Rural,0.9271
"Yuba County, California",06115,Urban,0.9268
"Ben Hill County, Georgia",13017,Rural,0.9265
"St. Landry Parish, Louisiana",22097,Rural,0.9262
"Umatilla County, Oregon",41059,Rural,0.9259
"Sumter County, Alabama",01119,Rural,0.9255
"Ottawa County, Oklahoma",40115,Rural,0.9252
"San Patricio County, Texas",48409,Urban,0.9249
"Lauderdale County, Tennessee",47097,Rural,0.9246
"Lunenburg County, Virginia",51111,Rural,0.9243
"Le Flore County, Oklahoma",40079,Rural,0.9240
"Cherokee County, Oklahoma",40021,Rural,0.9236
"Emporia City, Virginia",51595,Rural,0.9233
"Baldwin County, Georgia",13009,Rural,0.9230
"Cross County, Arkansas",05037,Rural,0.9227
"Elbert County, Georgia",13105,Rural,0.9224
"Okmulgee County, Oklahoma",40111,Urban,0.9220
"Scott County, Mississippi",28123,Urban,0.9217
"Perry County, Alabama",01105,Rural,0.9214
"Comanche County, Oklahoma",40031,Urban,0.9211
"Polk County, Texas",48373,Rural,0.9208
"Crittenden County, Arkansas",05035,Urban,0.9205
"Harris County, Texas",48201,Urban,0.9201
"Victoria County, Texas",48469,Urban,0.9198
"La Paz County, Arizona",04012,Rural,0.9195
"Bexar County, Texas",48029,Urban,0.9192
"Dallas County, Alabama",01047,Rural,0.9189
"Trinity County, Texas",48455,Rural,0.9185
"Harrison County, Mississippi",28047,Urban,0.9182
"Hidalgo County, New Mexico",35023,Rural,0.9179
"Sioux County, North Dakota",38085,Rural,0.9176
"Union County, South Carolina",45087,Urban,0.9173
"Camp County, Texas",48063,Rural,0.9170
"Bee County, Texas",48025,Rural,0.9166
"Brooks County, Texas",48047,Rural,0.9163
"Candler County, Georgia",13043,Rural,0.9160
"Greene County, Alabama",01063,Urban,0.9157
"Hinds County, Mississippi",28049,Urban,0.9154
"Franklin County, Washington",53021,Urban,0.9147
"Tulare County, California",06107,Urban,0.9147
"Duplin County, North Carolina",37061,Rural,0.9144
"Tallahatchie County, Mississippi",28135,Rural,0.9141
"Columbia County, Florida",12023,Rural,0.9138
"Brown County, Texas",48049,Rural,0.9135
"Madison County, Texas",48313,Rural,0.9131
"La Salle County, Texas",48283,Rural,0.9128
"Tillman County, Oklahoma",40141,Rural,0.9125
"Appling County, Georgia",13001,Rural,0.9122
"Wayne County, Mississippi",28153,Rural,0.9119
"Washington County, Georgia",13303,Rural,0.9115
"Passaic County, New Jersey",34031,Urban,0.9112
"St. Mary Parish, Louisiana",22101,Rural,0.9109
"Mississippi County, Missouri",29133,Rural,0.9106
"Swisher County, Texas",48437,Rural,0.9103
"Fulton County, Kentucky",21075,Rural,0.9100
"Jefferson County, Arkansas",05069,Rural,0.9096
"Washington County, Idaho",16087,Rural,0.9093
"Zavala County, Texas",48507,Rural,0.9090
"Gonzales County, Texas",48177,Rural,0.9087
"Texas County, Oklahoma",40139,Rural,0.9084
"Talladega County, Alabama",01121,Rural,0.9080
"Esmeralda County, Nevada",32009,Rural,0.9077
"Meriwether County, Georgia",13199,Urban,0.9074
"Rapides Parish, Louisiana",22079,Urban,0.9071
"Las Animas County, Colorado",08071,Rural,0.9068
"Limestone County, Texas",48293,Rural,0.9065
"Clay County, Georgia",13061,Rural,0.9061
"Glades County, Florida",12043,Rural,0.9058
"Lake County, California",06033,Rural,0.9055
"Caldwell Parish, Louisiana",22021,Rural,0.9052
"Pecos County, Texas",48371,Rural,0.9049
"Wheeler County, Texas",48483,Rural,0.9045
"Lowndes County, Alabama",01085,Urban,0.9042
"Live Oak County, Texas",48297,Rural,0.9039
"Harrison County, Texas",48203,Urban,0.9036
"Winchester City, Virginia",51840,Urban,0.9033
"Allen Parish, Louisiana",22003,Rural,0.9030
"St. Bernard Parish, Louisiana",22087,Urban,0.9026
"Troup County, Georgia",13285,Rural,0.9023
"Marion County, Oregon",41047,Urban,0.9020
"Franklin County, Florida",12037,Rural,0.9017
"Laurens County, Georgia",13175,Rural,0.9014
"Swain County, North Carolina",37173,Rural,0.9010
"Liberty County, Georgia",13179,Urban,0.9007
"Del Norte County, California",06015,Rural,0.9004
"Pitt County, North Carolina",37147,Urban,0.9001
"Hempstead County, Arkansas",05057,Rural,0.8998
"Titus County, Texas",48449,Rural,0.8995
"Jefferson County, Mississippi",28063,Rural,0.8991
"Calhoun County, Mississippi",28013,Rural,0.8988
"Bullock County, Alabama",01011,Rural,0.8985
"Walthall County, Mississippi",28147,Rural,0.8982
"Greensville County, Virginia",51081,Rural,0.8979
"McCurtain County, Oklahoma",40089,Rural,0.8976
"Socorro County, New Mexico",35053,Rural,0.8972
"Madison County, Tennessee",47113,Urban,0.8969
"Finney County, Kansas",20055,Rural,0.8966
"Russell County, Alabama",01113,Urban,0.8963
"Anderson County, Texas",48001,Rural,0.8960
"Caldwell County, Texas",48055,Urban,0.8956
"Lee County, North Carolina",37105,Rural,0.8953
"Johnson County, Arkansas",05071,Rural,0.8950
"Laurens County, South Carolina",45059,Urban,0.8947
"Alcorn County, Mississippi",28003,Rural,0.8944
"Alexander County, Illinois",17003,Urban,0.8941
"Wasco County, Oregon",41065,Rural,0.8937
"Rolette County, North Dakota",38079,Rural,0.8934
"Dillingham Census Area, Alaska",02070,Rural,0.8931
"Marion County, Mississippi",28091,Rural,0.8928
"Dallas County, Texas",48113,Urban,0.8925
"Darlington County, South Carolina",45031,Urban,0.8921
"Pickens County, Alabama",01107,Urban,0.8918
"Tate County, Mississippi",28137,Urban,0.8915
"Polk County, Florida",12105,Urban,0.8912
"Hoke County, North Carolina",37093,Urban,0.8909
"Northampton County, North Carolina",37131,Rural,0.8906
"Nash County, North Carolina",37127,Urban,0.8902
"McDonald County, Missouri",29119,Rural,0.8899
"Pushmataha County, Oklahoma",40127,Rural,0.8896
"Fairfield County, South Carolina",45039,Urban,0.8893
"Bacon County, Georgia",13005,Rural,0.8890
"Carroll County, Kentucky",21041,Rural,0.8886
"Haywood County, Tennessee",47075,Rural,0.8883
"Pima County, Arizona",04019,Urban,0.8880
"Marion County, Georgia",13197,Urban,0.8877
"Kings County, New York",36047,Urban,0.8874
"Hardeman County, Tennessee",47069,Rural,0.8871
"Bradford County, Florida",12007,Rural,0.8867
"Bradley County, Arkansas",05011,Rural,0.8864
"McLennan County, Texas",48309,Urban,0.8861
"San Bernardino County, California",06071,Urban,0.8858
"Charlton County, Georgia",13049,Rural,0.8855
"Long County, Georgia",13183,Urban,0.8851
"Sabine Parish, Louisiana",22085,Rural,0.8848
"Ouachita Parish, Louisiana",22073,Urban,0.8845
"Ziebach County, South Dakota",46137,Rural,0.8842
"Tippah County, Mississippi",28139,Rural,0.8839
"Whitfield County, Georgia",13313,Urban,0.8836
"Acadia Parish, Louisiana",22001,Urban,0.8832
"Jasper County, South Carolina",45053,Urban,0.8829
"Hale County, Alabama",01065,Urban,0.8826
"Valencia County, New Mexico",35061,Urban,0.8823
"Moore County, Texas",48341,Rural,0.8820
"Howard County, Texas",48227,Rural,0.8816
"Seminole County, Georgia",13253,Rural,0.8813
"Miami-Dade County, Florida",12086,Urban,0.8810
"Yukon-Koyukuk Census Area, Alaska",02290,Rural,0.8807
"Bent County, Colorado",08011,Rural,0.8804
"Hopewell City, Virginia",51670,Urban,0.8801
"Howard County, Arkansas",05061,Rural,0.8797
"Somerset County, Maryland",24039,Urban,0.8794
"Guadalupe County, New Mexico",35019,Rural,0.8791
"Lee County, Virginia",51105,Rural,0.8788
"Jeff Davis County, Georgia",13161,Rural,0.8785
"East Carroll Parish, Louisiana",22035,Rural,0.8781
"Shelby County, Texas",48419,Rural,0.8778
"Webster Parish, Louisiana",22119,Rural,0.8775
"Peach County, Georgia",13225,Urban,0.8772
"Marshall County, Oklahoma",40095,Rural,0.8769
"Bowie County, Texas",48037,Urban,0.8766
"Sumter County, South Carolina",45085,Urban,0.8762
"Tift County, Georgia",13277,Rural,0.8759
"Calhoun County, Florida",12013,Rural,0.8756
"Marion County, South Carolina",45067,Rural,0.8753
"Johnston County, Oklahoma",40069,Rural,0.8750
"Hunt County, Texas",48231,Urban,0.8746
"Jefferson Davis County, Mississippi",28065,Rural,0.8743
"Hyde County, North Carolina",37095,Rural,0.8740
"Jasper County, Texas",48241,Rural,0.8737
"Northwest Arctic Borough, Alaska",02188,Rural,0.8734
"Gregg County, Texas",48183,Urban,0.8731
"Costilla County, Colorado",08023,Rural,0.8727
"Union Parish, Louisiana",22111,Urban,0.8724
"McDowell County, West Virginia",54047,Rural,0.8721
"San Joaquin County, California",06077,Urban,0.8718
"Okfuskee County, Oklahoma",40107,Rural,0.8715
"Quay County, New Mexico",35037,Rural,0.8711
"Shelby County, Tennessee",47157,Urban,0.8708
"Caddo County, Oklahoma",40015,Rural,0.8705
"Lowndes County, Georgia",13185,Urban,0.8702
"Marshall County, Mississippi",28093,Urban,0.8699
"Sebastian County, Arkansas",05131,Urban,0.8696
"Tallapoosa County, Alabama",01123,Rural,0.8692
"Hall County, Texas",48191,Rural,0.8689
"Monterey County, California",06053,Urban,0.8686
"Nome Census Area, Alaska",02180,Rural,0.8683
"Pittsburg County, Oklahoma",40121,Rural,0.8680
"Grimes County, Texas",48185,Rural,0.8676
"Highlands County, Florida",12055,Urban,0.8673
"Lyman County, South Dakota",46085,Rural,0.8670
"Santa Barbara County, California",06083,Urban,0.8667
"Atascosa County, Texas",48013,Urban,0.8664
"Garland County, Arkansas",05051,Urban,0.8661
"Morgan County, Missouri",29141,Rural,0.8657
"Sullivan County, New York",36105,Rural,0.8654
"Tangipahoa Parish, Louisiana",22105,Urban,0.8651
"Harrisonburg City, Virginia",51660,Urban,0.8648
"Gray County, Texas",48179,Rural,0.8645
"Sutter County, California",06101,Urban,0.8641
"Madison County, Florida",12079,Rural,0.8638
"Clark County, Nevada",32003,Urban,0.8635
"Richland Parish, Louisiana",22083,Urban,0.8632
"Los Angeles County, California",06037,Urban,0.8629
"Panola County, Mississippi",28107,Rural,0.8626
"Glenn County, California",06021,Rural,0.8622
"Cass County, Texas",48067,Rural,0.8619
"Eastland County, Texas",48133,Rural,0.8616
"Mariposa County, California",06043,Rural,0.8613
"Wayne County, Michigan",26163,Urban,0.8610
"Menard County, Texas",48327,Rural,0.8606
"Washington County, North Carolina",37187,Rural,0.8603
"Crowley County, Colorado",08025,Rural,0.8600
"Accomack County, Virginia",51001,Rural,0.8597
"Norfolk City, Virginia",51710,Urban,0.8594
"Hamblen County, Tennessee",47063,Urban,0.8591
"Stone County, Mississippi",28131,Urban,0.8587
"Knox County, Kentucky",21121,Rural,0.8584
"Catahoula Parish, Louisiana",22025,Rural,0.8581
"Seward County, Kansas",20175,Rural,0.8578
"Texas County, Missouri",29215,Rural,0.8575
"Worth County, Georgia",13321,Urban,0.8571
"Kusilvak Census Area, Alaska",02158,Rural,0.8568
"Baltimore City, Maryland",24510,Urban,0.8565
"Hill County, Texas",48217,Rural,0.8562
"Dodge County, Georgia",13091,Rural,0.8559
"Atoka County, Oklahoma",40005,Rural,0.8556
"Mellette County, South Dakota",46095,Rural,0.8552
"Kay County, Oklahoma",40071,Rural,0.8549
"Robertson County, Texas",48395,Urban,0.8546
"Winston County, Mississippi",28159,Rural,0.8543
"Tyrrell County, North Carolina",37177,Rural,0.8540
"Lamar County, Texas",48277,Rural,0.8536
"Pueblo County, Colorado",08101,Urban,0.8533
"Atlantic County, New Jersey",34001,Urban,0.8530
"Nevada County, Arkansas",05099,Rural,0.8527
"Cleveland County, North Carolina",37045,Rural,0.8524
"Roanoke City, Virginia",51770,Urban,0.8521
"Lake County, Oregon",41037,Rural,0.8517
"Rockingham County, North Carolina",37157,Urban,0.8514
"Stanislaus County, California",06099,Urban,0.8511
"Carson City, Nevada",32510,Urban,0.8508
"Lawrence County, Mississippi",28077,Rural,0.8505
"Iberville Parish, Louisiana",22047,Urban,0.8501
"Collingsworth County, Texas",48087,Rural,0.8498
"Grenada County, Mississippi",28043,Rural,0.8492
"Lee County, Kentucky",21129,Rural,0.8492
"Mohave County, Arizona",04015,Urban,0.8489
"Graham County, Arizona",04009,Rural,0.8486
"White County, Arkansas",05145,Rural,0.8482
"Jackson County, Illinois",17077,Rural,0.8479
"Edgefield County, South Carolina",45037,Urban,0.8476
"Escambia County, Alabama",01053,Rural,0.8473
"Gila County, Arizona",04007,Rural,0.8470
"Greenwood County, South Carolina",45047,Rural,0.8466
"Newton County, Texas",48351,Rural,0.8463
"East Baton Rouge Parish, Louisiana",22033,Urban,0.8460
"Suwannee County, Florida",12121,Rural,0.8457
"Tensas Parish, Louisiana",22107,Rural,0.8454
"Bibb County, Alabama",01007,Urban,0.8451
"Webster County, Georgia",13307,Rural,0.8447
"Atkinson County, Georgia",13003,Rural,0.8444
"DeWitt County, Texas",48123,Rural,0.8441
"Klamath County, Oregon",41035,Rural,0.8438
"Rowan County, North Carolina",37159,Urban,0.8435
"Oklahoma County, Oklahoma",40109,Urban,0.8431
"Carroll County, Georgia",13045,Urban,0.8428
"Nottoway County, Virginia",51135,Rural,0.8425
"Lubbock County, Texas",48303,Urban,0.8422
"Hancock County, Tennessee",47067,Rural,0.8419
"Bryan County, Oklahoma",40013,Rural,0.8416
"Butler County, Missouri",29023,Rural,0.8412
"Lafayette County, Florida",12067,Rural,0.8409
"Newport News City, Virginia",51700,Urban,0.8406
"Beckham County, Oklahoma",40009,Rural,0.8403
"Colusa County, California",06011,Rural,0.8400
"Latimer County, Oklahoma",40077,Rural,0.8396
"Culberson County, Texas",48109,Rural,0.8393
"Escambia County, Florida",12033,Urban,0.8390
"Haskell County, Oklahoma",40061,Rural,0.8387
"George County, Mississippi",28039,Rural,0.8384
"Orleans Parish, Louisiana",22071,Urban,0.8381
"Conejos County, Colorado",08021,Rural,0.8377
"Bulloch County, Georgia",13031,Rural,0.8374
"Morgan County, Colorado",08087,Rural,0.8371
"Clarke County, Alabama",01025,Rural,0.8365
"Whitley County, Kentucky",21235,Rural,0.8365
"Casey County, Kentucky",21045,Rural,0.8361
"Coal County, Oklahoma",40029,Rural,0.8358
"Portsmouth City, Virginia",51740,Urban,0.8355
"Jenkins County, Georgia",13165,Rural,0.8352
"Wilkinson County, Mississippi",28157,Rural,0.8349
"Lincoln County, New Mexico",35027,Rural,0.8346
"Craighead County, Arkansas",05031,Urban,0.8342
"Clark County, Arkansas",05019,Rural,0.8339
"Harlan County, Kentucky",21095,Rural,0.8336
"Richmond City, Virginia",51760,Urban,0.8333
"Coryell County, Texas",48099,Urban,0.8330
"Bladen County, North Carolina",37017,Rural,0.8326
"Nobles County, Minnesota",27105,Rural,0.8323
"Vernon Parish, Louisiana",22115,Rural,0.8320
"Waller County, Texas",48473,Urban,0.8317
"Franklin County, Georgia",13119,Rural,0.8314
"Brunswick County, Virginia",51025,Rural,0.8311
"Osceola County, Florida",12097,Urban,0.8307
"Mobile County, Alabama",01097,Urban,0.8304
"Jackson Parish, Louisiana",22049,Rural,0.8301
"Chambers County, Alabama",01017,Rural,0.8295
"Jefferson Parish, Louisiana",22051,Urban,0.8295
"Henderson County, Texas",48213,Rural,0.8291
"Jackson County, Mississippi",28059,Urban,0.8288
"Polk County, Georgia",13233,Rural,0.8285
"Irwin County, Georgia",13155,Rural,0.8282
"Warren County, Mississippi",28149,Rural,0.8279
"Milwaukee County, Wisconsin",55079,Urban,0.8276
"Essex County, Virginia",51057,Rural,0.8272
"Humboldt County, California",06023,Rural,0.8269
"Liberty County, Florida",12077,Rural,0.8266
"Dewey County, South Dakota",46041,Rural,0.8263
"Marion County, Indiana",18097,Urban,0.8260
"Florence County, South Carolina",45041,Urban,0.8256
"Alamosa County, Colorado",08003,Rural,0.8253
"Sevier County, Arkansas",05133,Rural,0.8250
"Ashtabula County, Ohio",39007,Urban,0.8247
"Ochiltree County, Texas",48357,Rural,0.8244
"Independence County, Arkansas",05063,Rural,0.8241
"Ashley County, Arkansas",05003,Rural,0.8237
"Smith County, Texas",48423,Urban,0.8234
"Lassen County, California",06035,Rural,0.8231
"Saluda County, South Carolina",45081,Urban,0.8228
"Butte County, California",06007,Urban,0.8225
"Lamb County, Texas",48279,Rural,0.8221
"Buchanan County, Missouri",29021,Urban,0.8218
"Grays Harbor County, Washington",53027,Rural,0.8215
"Wilcox County, Georgia",13315,Rural,0.8212
"Montgomery County, Kansas",20125,Rural,0.8209
"Spalding County, Georgia",13255,Urban,0.8206
"Quitman County, Georgia",13239,Rural,0.8202
"Riverside County, California",06065,Urban,0.8199
"Marion County, Florida",12083,Urban,0.8196
"Westmoreland County, Virginia",51193,Rural,0.8193
"Claiborne County, Mississippi",28021,Rural,0.8190
"Modoc County, California",06049,Rural,0.8186
